Targa,Id,Odonimo,Codvia,Lunghezza,Data rilievo,Tecnico incaricato,ID Pianta,Specie,Sito Impianto,Lat,Log,h (m),Diametro (cm),Dist. sede stradale (m),Dist. marciapiede (m),CPC,Cod. lavorazione/elenco prezzi,Note,Descrizione,Unità di misura,Prezzo Unitario,UPL,Quartiere,Circoscrizione,CO2 catturata (kg/anno),O2 prodotto (kg/anno)
AA090AA,ALB_091,Via Pignatelli Aragona,35670,275,02/11/2025,Dott. Roberto Marceddu,026,Ficus microcarpa,Cercine,38.121139,13.354858,12,50,2,2,C,APL.026S,,Potatura ars topiaria base 20-30m²,cad,,S.Francesco di Paola - Terrasanta,Politeama,VIII,26.88,19.5
AA091AA,ALB_092,Via Pignatelli Aragona,35670,275,02/11/2025,Dott. Roberto Marceddu,027,Ficus microcarpa,Cercine,38.121126,13.354924,12,46,1.5,,C/D,APL.026S,Ricontrollo post-intervento,Potatura ars topiaria base 20-30m²,cad,,S.Francesco di Paola - Terrasanta,Politeama,VIII,26.45,19.19
AA092AA,ALB_093,Via Pignatelli Aragona,35670,275,02/11/2025,Dott. Roberto Marceddu,028,Ficus microcarpa,Cercine,38.121113,13.354998,12,65,1.5,1.5,B,APL.026S,,Potatura ars topiaria base 20-30m²,cad,,S.Francesco di Paola - Terrasanta,Politeama,VIII,28.49,20.67
AA093AA,ALB_094,Via Pignatelli Aragona,35670,275,02/11/2025,Dott. Roberto Marceddu,029,Ficus microcarpa,Cercine,38.121097,13.355074,12,62,1.5,2,B,APL.026S,,Potatura ars topiaria base 20-30m²,cad,,S.Francesco di Paola - Terrasanta,Politeama,VIII,28.17,20.44
AA094AA,ALB_095,Via Pignatelli Aragona,35670,275,02/11/2025,Dott. Roberto Marceddu,030,Ficus microcarpa,Cercine,38.121076,13.35516,12,68,1.5,1.5,B,APL.026S,,Potatura ars topiaria base 20-30m²,cad,,S.Francesco di Paola - Terrasanta,Politeama,VIII,28.81,20.9
AA095AA,ALB_096,Via Pignatelli Aragona,35670,275,02/11/2025,Dott. Roberto Marceddu,031,Ficus microcarpa,Cercine,38.121057,13.355239,12,38,1.5,1.5,B,APL.026S,,Potatura ars topiaria base 20-30m²,cad,,S.Francesco di Paola - Terrasanta,Politeama,VIII,25.59,18.56
AA096AA,ALB_097,Via Pignatelli Aragona,35670,275,02/11/2025,Dott. Roberto Marceddu,032,Ficus microcarpa,Cercine,38.121036,13.355317,12,58,2,1,D,APL.018S,,Abbattimento chioma espansa h.12-16m,cad,,S.Francesco di Paola - Terrasanta,Politeama,VIII,27.74,20.12
AA097AA,ALB_098,Via Pignatelli Aragona,35670,275,02/11/2025,Dott. Roberto Marceddu,033,Ficus microcarpa,Cercine,38.121017,13.355394,12,38,1.5,2,D,APL.018S,,Abbattimento chioma espansa h.12-16m,cad,,S.Francesco di Paola - Terrasanta,Politeama,VIII,25.59,18.56
AA098AA,ALB_099,Via Pignatelli Aragona,35670,275,02/11/2025,Dott. Roberto Marceddu,034,Ficus microcarpa,Cercine,38.121,13.355467,12,41,1.5,2,B,APL.026S,,Potatura ars topiaria base 20-30m²,cad,,S.Francesco di Paola - Terrasanta,Politeama,VIII,25.91,18.8
AA099AA,ALB_100,Via Pignatelli Aragona,35670,275,02/11/2025,Dott. Roberto Marceddu,035,Ficus microcarpa,Cercine,38.120984,13.355545,12,43,1.5,2,B,APL.026S,,Potatura ars topiaria base 20-30m²,cad,,S.Francesco di Paola - Terrasanta,Politeama,VIII,26.12,18.95
AB000AB,ALB_101,Via Pignatelli Aragona,35670,275,02/11/2025,Dott. Roberto Marceddu,036,Ficus microcarpa,Cercine,38.120963,13.355635,12,52,1.5,2,B,APL.026S,,Potatura ars topiaria base 20-30m²,cad,,S.Francesco di Paola - Terrasanta,Politeama,VIII,27.09,19.66
AB001AB,ALB_102,Via Pignatelli Aragona,35670,275,02/11/2025,Dott. Roberto Marceddu,037,Ficus microcarpa,Cercine,38.120945,13.355701,12,45,1.5,2,B,APL.026S,,Potatura ars topiaria base 20-30m²,cad,,S.Francesco di Paola - Terrasanta,Politeama,VIII,26.34,19.11
AB002AB,ALB_103,Via Pignatelli Aragona,35670,275,02/11/2025,Dott. Roberto Marceddu,038,Ficus microcarpa,Cercine,38.120931,13.355774,12,55,1.5,2,B,APL.026S,,Potatura ars topiaria base 20-30m²,cad,,S.Francesco di Paola - Terrasanta,Politeama,VIII,27.41,19.89
AB003AB,ALB_104,Via Pignatelli Aragona,35670,275,02/11/2025,Dott. Roberto Marceddu,039,Ficus microcarpa,Cercine,38.120915,13.35585,12,48,1.5,2,B,APL.026S,,Potatura ars topiaria base 20-30m²,cad,,S.Francesco di Paola - Terrasanta,Politeama,VIII,26.66,19.34
AB004AB,ALB_105,Via Pignatelli Aragona,35670,275,02/11/2025,Dott. Roberto Marceddu,040,Ficus microcarpa,Cercine,38.120899,13.355916,12,36,1.5,2,B,APL.026S,,Potatura ars topiaria base 20-30m²,cad,,S.Francesco di Paola - Terrasanta,Politeama,VIII,25.37,18.41
AB005AB,ALB_106,Via Pignatelli Aragona,35670,275,02/11/2025,Dott. Roberto Marceddu,041,Ficus microcarpa,Cercine,38.120888,13.355971,12,48,1.5,2,C,APL.026S,,Potatura ars topiaria base 20-30m²,cad,,S.Francesco di Paola - Terrasanta,Politeama,VIII,26.66,19.34
AB006AB,ALB_107,Via Pignatelli Aragona,35670,275,02/11/2025,Dott. Roberto Marceddu,042,Ficus microcarpa,Cercine,38.120877,13.356029,12,52,1.5,2,C,APL.026S,,Potatura ars topiaria base 20-30m²,cad,,S.Francesco di Paola - Terrasanta,Politeama,VIII,27.09,19.66
AB007AB,ALB_108,Via Pignatelli Aragona,35670,275,02/11/2025,Dott. Roberto Marceddu,043,Ficus microcarpa,Cercine,38.120863,13.356087,12,52,1.5,2.5,C,APL.026S,,Potatura ars topiaria base 20-30m²,cad,,S.Francesco di Paola - Terrasanta,Politeama,VIII,27.09,19.66
AB008AB,ALB_109,Via Pignatelli Aragona,35670,275,02/11/2025,Dott. Roberto Marceddu,044,Ficus microcarpa,Cercine,38.120847,13.356151,12,78,1.5,,B,APL.026S,Cercine esaurito a contatto col colletto; assente distanza di rispetto tra tronco e marciapiede,Potatura ars topiaria base 20-30m²,cad,,S.Francesco di Paola - Terrasanta,Politeama,VIII,29.89,21.68
AB009AB,ALB_110,Via Pignatelli Aragona,35670,275,02/11/2025,Dott. Roberto Marceddu,045,Ficus microcarpa,Cercine,38.12079,13.35647,12,59,1.2,,B,APL.026S,Cercine esaurito a contatto col colletto; assente distanza di rispetto tra tronco e marciapiede,Potatura ars topiaria base 20-30m²,cad,,S.Francesco di Paola - Terrasanta,Politeama,VIII,27.84,20.2
AB010AB,ALB_111,Via Pignatelli Aragona,35670,275,02/11/2025,Dott. Roberto Marceddu,046,Ficus microcarpa,Cercine,38.120769,13.356597,12,65,1,,B,APL.026S,Cercine esaurito a contatto col colletto; assente distanza di rispetto tra tronco e marciapiede,Potatura ars topiaria base 20-30m²,cad,,S.Francesco di Paola - Terrasanta,Politeama,VIII,28.49,20.67
AB011AB,ALB_112,Via Pignatelli Aragona,35670,275,02/11/2025,Dott. Roberto Marceddu,047,Ficus microcarpa,Cercine,38.120753,13.356683,12,65,1,,B,APL.026S,Cercine esaurito a contatto col colletto; assente distanza di rispetto tra tronco e marciapiede,Potatura ars topiaria base 20-30m²,cad,,S.Francesco di Paola - Terrasanta,Politeama,VIII,28.49,20.67
AB012AB,ALB_113,Via Pignatelli Aragona,35670,275,02/11/2025,Dott. Roberto Marceddu,048,Ficus microcarpa,Cercine,38.120713,13.356793,12,103,1,,B,APL.026S,Cercine esaurito a contatto col colletto; assente distanza di rispetto tra tronco e marciapiede,Potatura ars topiaria base 20-30m²,cad,,S.Francesco di Paola - Terrasanta,Politeama,VIII,32.57,23.63
AB013AB,ALB_114,Via Delle Croci,14910,345,01/11/2025,Dott. Roberto Marceddu,001,Ficus microcarpa,Cercine,38.131018,13.353,12,48,0.5,,B,APL.026S,Cercine esaurito a contatto col colletto; assente distanza di rispetto tra tronco e marciapiede,Potatura ars topiaria base 20-30m²,cad,€575.20,Notarbartolo - Giardino Inglese,Libertà,VIII,26.66,19.34
AB014AB,ALB_115,Via Delle Croci,14910,345,01/11/2025,Dott. Roberto Marceddu,002,Ficus microcarpa,Cercine,38.131054,13.353087,12,48,0.5,,B,APL.026S,Cercine esaurito a contatto col colletto; assente distanza di rispetto tra tronco e marciapiede,Potatura ars topiaria base 20-30m²,cad,€575.20,Notarbartolo - Giardino Inglese,Libertà,VIII,26.66,19.34
AB015AB,ALB_116,Via Delle Croci,14910,345,01/11/2025,Dott. Roberto Marceddu,003,Ficus microcarpa,Cercine,38.131097,13.353191,12,46,0.5,,B,APL.026S,Cercine esaurito a contatto col colletto; assente distanza di rispetto tra tronco e marciapiede,Potatura ars topiaria base 20-30m²,cad,€575.20,Notarbartolo - Giardino Inglese,Libertà,VIII,26.45,19.19
AB016AB,ALB_117,Via Delle Croci,14910,345,01/11/2025,Dott. Roberto Marceddu,004,Ficus microcarpa,Cercine,38.131133,13.35329,12,42,0.4,,B,APL.026S,Cercine esaurito a contatto col colletto; assente distanza di rispetto tra tronco e marciapiede,Potatura ars topiaria base 20-30m²,cad,€575.20,Notarbartolo - Giardino Inglese,Libertà,VIII,26.02,18.88
AB017AB,ALB_118,Via Delle Croci,14910,345,01/11/2025,Dott. Roberto Marceddu,005,Ficus microcarpa,Cercine,38.131165,13.353365,12,47,0.5,,B,APL.026S,Cercine esaurito a contatto col colletto; assente distanza di rispetto tra tronco e marciapiede,Potatura ars topiaria base 20-30m²,cad,€575.20,Notarbartolo - Giardino Inglese,Libertà,VIII,26.55,19.27
AB018AB,ALB_119,Via Delle Croci,14910,345,01/11/2025,Dott. Roberto Marceddu,006,Ficus microcarpa,Cercine,38.131195,13.353427,12,45,0.5,,B,APL.026S,Cercine esaurito a contatto col colletto; assente distanza di rispetto tra tronco e marciapiede,Potatura ars topiaria base 20-30m²,cad,€575.20,Notarbartolo - Giardino Inglese,Libertà,VIII,26.34,19.11
AB019AB,ALB_120,Via Delle Croci,14910,345,01/11/2025,Dott. Roberto Marceddu,007,Ficus microcarpa,Cercine,38.131221,13.3535,12,39,0.5,,B,APL.026S,Cercine esaurito a contatto col colletto; assente distanza di rispetto tra tronco e marciapiede,Potatura ars topiaria base 20-30m²,cad,€575.20,Notarbartolo - Giardino Inglese,Libertà,VIII,25.69,18.64
AB020AB,ALB_121,Via Delle Croci,14910,345,01/11/2025,Dott. Roberto Marceddu,008,Ficus microcarpa,Cercine,38.131274,13.353647,12,49,0.5,,B,APL.026S,Cercine esaurito a contatto col colletto; assente distanza di rispetto tra tronco e marciapiede,Potatura ars topiaria base 20-30m²,cad,€575.20,Notarbartolo - Giardino Inglese,Libertà,VIII,26.77,19.42
AB021AB,ALB_122,Via Delle Croci,14910,345,01/11/2025,Dott. Roberto Marceddu,009,Ficus microcarpa,Cercine,38.131312,13.353749,12,46,0.5,0.2,B,APL.026S,,Potatura ars topiaria base 20-30m²,cad,€575.20,Notarbartolo - Giardino Inglese,Libertà,VIII,26.45,19.19
AB022AB,ALB_123,Via Delle Croci,14910,345,01/11/2025,Dott. Roberto Marceddu,010,Ficus microcarpa,Cercine,38.131355,13.353846,12,39,0.5,0.2,C,APL.026S,,Potatura ars topiaria base 20-30m²,cad,€575.20,Notarbartolo - Giardino Inglese,Libertà,VIII,25.69,18.64
AB023AB,ALB_124,Via Delle Croci,14910,345,01/11/2025,Dott. Roberto Marceddu,011,Ficus microcarpa,Cercine,38.131381,13.353917,12,42,0.5,0.2,B,APL.026S,,Potatura ars topiaria base 20-30m²,cad,€575.20,Notarbartolo - Giardino Inglese,Libertà,VIII,26.02,18.88
AB024AB,ALB_125,Via Delle Croci,14910,345,01/11/2025,Dott. Roberto Marceddu,012,Ficus microcarpa,Cercine,38.131416,13.353998,12,48,0.5,0.6,C,APL.026S,,Potatura ars topiaria base 20-30m²,cad,€575.20,Notarbartolo - Giardino Inglese,Libertà,VIII,26.66,19.34
AB025AB,ALB_126,Via Delle Croci,14910,345,01/11/2025,Dott. Roberto Marceddu,013,Ficus microcarpa,Cercine,38.131449,13.354083,12,50,0.5,0.4,B,APL.026S,,Potatura ars topiaria base 20-30m²,cad,€575.20,Notarbartolo - Giardino Inglese,Libertà,VIII,26.88,19.5
AB026AB,ALB_127,Via Delle Croci,14910,345,01/11/2025,Dott. Roberto Marceddu,014,Ficus microcarpa,Cercine,38.13151,13.35428,12,48,0.4,0.8,B,APL.026S,,Potatura ars topiaria base 20-30m²,cad,€575.20,Notarbartolo - Giardino Inglese,Libertà,VIII,26.66,19.34
AB027AB,ALB_128,Via Delle Croci,14910,345,01/11/2025,Dott. Roberto Marceddu,015,Ficus microcarpa,Cercine,38.131533,13.354349,12,56,0.4,0.8,B,APL.026S,,Potatura ars topiaria base 20-30m²,cad,€575.20,Notarbartolo - Giardino Inglese,Libertà,VIII,27.52,19.97
AB028AB,ALB_129,Via Delle Croci,14910,345,01/11/2025,Dott. Roberto Marceddu,016,Ficus microcarpa,Cercine,38.131567,13.35443,12,49,0.4,0.6,C,APL.026S,,Potatura ars topiaria base 20-30m²,cad,€575.20,Notarbartolo - Giardino Inglese,Libertà,VIII,26.77,19.42
AB029AB,ALB_130,Via Delle Croci,14910,345,01/11/2025,Dott. Roberto Marceddu,017,Ficus microcarpa,Cercine,38.131595,13.354517,12,38,0.4,0.5,C/D,APL.026S,ricontrollo post-intervento,Potatura ars topiaria base 20-30m²,cad,€575.20,Notarbartolo - Giardino Inglese,Libertà,VIII,25.59,18.56
AB030AB,ALB_131,Via Delle Croci,14910,345,01/11/2025,Dott. Roberto Marceddu,018,Ficus microcarpa,Cercine,38.131631,13.354606,12,49,0.4,,B,APL.026S,Cercine esaurito a contatto col colletto; assente distanza di rispetto tra tronco e marciapiede,Potatura ars topiaria base 20-30m²,cad,€575.20,Notarbartolo - Giardino Inglese,Libertà,VIII,26.77,19.42
AB031AB,ALB_132,Via Delle Croci,14910,345,01/11/2025,Dott. Roberto Marceddu,019,Ficus microcarpa,Cercine,38.131695,13.354761,12,45,0.4,,B,APL.026S,Cercine esaurito a contatto col colletto; assente distanza di rispetto tra tronco e marciapiede,Potatura ars topiaria base 20-30m²,cad,€575.20,Notarbartolo - Giardino Inglese,Libertà,VIII,26.34,19.11
AB032AB,ALB_133,Via Delle Croci,14910,345,01/11/2025,Dott. Roberto Marceddu,020,Ficus microcarpa,Cercine,38.131739,13.354881,12,42,0.4,0.2,C,APL.026S,,Potatura ars topiaria base 20-30m²,cad,€575.20,Notarbartolo - Giardino Inglese,Libertà,VIII,26.02,18.88
AB033AB,ALB_134,Via Delle Croci,14910,345,01/11/2025,Dott. Roberto Marceddu,021,Ficus microcarpa,Cercine,38.131767,13.354971,12,65,0.4,,C,APL.026S,Cercine esaurito a contatto col colletto; assente distanza di rispetto tra tronco e marciapiede,Potatura ars topiaria base 20-30m²,cad,€575.20,Notarbartolo - Giardino Inglese,Libertà,VIII,28.49,20.67
AB034AB,ALB_135,Via Delle Croci,14910,345,01/11/2025,Dott. Roberto Marceddu,022,Ficus microcarpa,Cercine,38.131847,13.355116,12,72,0.4,,B,APL.026S,Cercine esaurito a contatto col colletto; assente distanza di rispetto tra tronco e marciapiede,Potatura ars topiaria base 20-30m²,cad,€575.20,Notarbartolo - Giardino Inglese,Libertà,VIII,29.24,21.22
AB035AB,ALB_136,Via Delle Croci,14910,345,01/11/2025,Dott. Roberto Marceddu,023,Ficus microcarpa,Cercine,38.131881,13.355229,12,58,0.2,,C,APL.026S,Cercine esaurito a contatto col colletto; assente distanza di rispetto tra tronco e marciapiede,Potatura ars topiaria base 20-30m²,cad,€575.20,Notarbartolo - Giardino Inglese,Libertà,VIII,27.74,20.12
AB036AB,ALB_137,Via Delle Croci,14910,345,01/11/2025,Dott. Roberto Marceddu,024,Ficus microcarpa,Cercine,38.132101,13.355895,12,47,0.4,0.5,B,APL.026S,,Potatura ars topiaria base 20-30m²,cad,€575.20,Notarbartolo - Giardino Inglese,Libertà,VIII,26.55,19.27
AB037AB,ALB_138,Via Delle Croci,14910,345,01/11/2025,Dott. Roberto Marceddu,025,Ficus microcarpa,Cercine,38.132065,13.355814,12,37,0.4,0.5,B,APL.026S,,Potatura ars topiaria base 20-30m²,cad,€575.20,Notarbartolo - Giardino Inglese,Libertà,VIII,25.48,18.49
AB038AB,ALB_139,Via Delle Croci,14910,345,01/11/2025,Dott. Roberto Marceddu,026,Ficus microcarpa,Cercine,38.131999,13.355648,12,49,0.4,0.5,B,APL.026S,,Potatura ars topiaria base 20-30m²,cad,€575.20,Notarbartolo - Giardino Inglese,Libertà,VIII,26.77,19.42
AB039AB,ALB_140,Via Delle Croci,14910,345,01/11/2025,Dott. Roberto Marceddu,027,Ficus microcarpa,Cercine,38.131964,13.355569,12,45,0.4,0.5,C/D,APL.026S,ricontrollo post-intervento,Potatura ars topiaria base 20-30m²,cad,€575.20,Notarbartolo - Giardino Inglese,Libertà,VIII,26.34,19.11
AB040AB,ALB_141,Via Delle Croci,14910,345,01/11/2025,Dott. Roberto Marceddu,028,Ficus microcarpa,Cercine,38.131923,13.355472,12,42,0.4,0.4,B,APL.026S,,Potatura ars topiaria base 20-30m²,cad,€575.20,Notarbartolo - Giardino Inglese,Libertà,VIII,26.02,18.88
AB041AB,ALB_142,Via Delle Croci,14910,345,01/11/2025,Dott. Roberto Marceddu,029,Ficus microcarpa,Cercine,38.131891,13.355394,12,42,0.4,0.4,C/D,APL.026S,ricontrollo post-intervento,Potatura ars topiaria base 20-30m²,cad,€575.20,Notarbartolo - Giardino Inglese,Libertà,VIII,26.02,18.88
AB042AB,ALB_143,Via Delle Croci,14910,345,01/11/2025,Dott. Roberto Marceddu,030,Ficus microcarpa,Cercine,38.131808,13.355243,12,45,0.4,0.5,B,APL.026S,,Potatura ars topiaria base 20-30m²,cad,€575.20,Notarbartolo - Giardino Inglese,Libertà,VIII,26.34,19.11
AB043AB,ALB_144,Via Delle Croci,14910,345,01/11/2025,Dott. Roberto Marceddu,031,Ficus microcarpa,Cercine,38.131776,13.355164,12,39,0.4,0.5,B,APL.026S,,Potatura ars topiaria base 20-30m²,cad,€575.20,Notarbartolo - Giardino Inglese,Libertà,VIII,25.69,18.64
AB044AB,ALB_145,Via Delle Croci,14910,345,01/11/2025,Dott. Roberto Marceddu,032,Ficus microcarpa,Cercine,38.131743,13.355079,12,43,0.4,1,B,APL.026S,,Potatura ars topiaria base 20-30m²,cad,€575.20,Notarbartolo - Giardino Inglese,Libertà,VIII,26.12,18.95
AB045AB,ALB_146,Via Delle Croci,14910,345,01/11/2025,Dott. Roberto Marceddu,033,Ficus microcarpa,Cercine,38.131717,13.355002,10,45,0.4,0.5,D,APL.018S,Abbattimento e smaltimento a corpo,Abbattimento chioma espansa h.12-16m,cad,€316.90,Notarbartolo - Giardino Inglese,Libertà,VIII,26.34,19.11
AB046AB,ALB_147,Via Delle Croci,14910,345,01/11/2025,Dott. Roberto Marceddu,034,Ficus microcarpa,Cercine,38.131686,13.354935,12,45,0.4,1,C,APL.026S,,Potatura ars topiaria base 20-30m²,cad,€575.20,Notarbartolo - Giardino Inglese,Libertà,VIII,26.34,19.11
AB047AB,ALB_148,Via Delle Croci,14910,345,01/11/2025,Dott. Roberto Marceddu,035,Ficus microcarpa,Cercine,38.131654,13.354847,12,41,0.4,1,C,APL.026S,,Potatura ars topiaria base 20-30m²,cad,€575.20,Notarbartolo - Giardino Inglese,Libertà,VIII,25.91,18.8
AB048AB,ALB_149,Via Delle Croci,14910,345,01/11/2025,Dott. Roberto Marceddu,036,Ficus microcarpa,Cercine,38.131616,13.354743,12,42,0.4,1,D,APL.018S,Abbattimento e smaltimento a corpo,Abbattimento chioma espansa h.12-16m,cad,€316.90,Notarbartolo - Giardino Inglese,Libertà,VIII,26.02,18.88
AB049AB,ALB_150,Via Delle Croci,14910,345,01/11/2025,Dott. Roberto Marceddu,037,Ficus microcarpa,Cercine,38.131585,13.354671,12,35,0.4,1,D,APL.018S,Abbattimento e smaltimento a corpo,Abbattimento chioma espansa h.12-16m,cad,€316.90,Notarbartolo - Giardino Inglese,Libertà,VIII,25.26,18.33
AB050AB,ALB_151,Via Delle Croci,14910,345,01/11/2025,Dott. Roberto Marceddu,038,Ficus microcarpa,Cercine,38.131559,13.354608,12,38,0.4,1,B,APL.026S,,Potatura ars topiaria base 20-30m²,cad,€575.20,Notarbartolo - Giardino Inglese,Libertà,VIII,25.59,18.56
AB051AB,ALB_152,Via Delle Croci,14910,345,01/11/2025,Dott. Roberto Marceddu,039,Ficus microcarpa,Cercine,38.131529,13.354519,12,40,0.4,1,D,APL.018S,Abbattimento e smaltimento a corpo,Abbattimento chioma espansa h.12-16m,cad,€316.90,Notarbartolo - Giardino Inglese,Libertà,VIII,25.8,18.72
AB052AB,ALB_153,Via Delle Croci,14910,345,01/11/2025,Dott. Roberto Marceddu,040,Ficus microcarpa,Cercine,38.131477,13.354405,12,40,0.4,0.8,C,APL.026S,,Potatura ars topiaria base 20-30m²,cad,€575.20,Notarbartolo - Giardino Inglese,Libertà,VIII,25.8,18.72
AB053AB,ALB_154,Via Delle Croci,14910,345,01/11/2025,Dott. Roberto Marceddu,041,Ficus microcarpa,Cercine,38.131446,13.354323,12,48,0.4,1,C/D,APL.026S,ricontrollo post-intervento,Potatura ars topiaria base 20-30m²,cad,€575.20,Notarbartolo - Giardino Inglese,Libertà,VIII,26.66,19.34
AB054AB,ALB_155,Via Delle Croci,14910,345,01/11/2025,Dott. Roberto Marceddu,042,Ficus microcarpa,Cercine,38.131376,13.354105,12,39,0.4,0.4,C,APL.026S,,Potatura ars topiaria base 20-30m²,cad,€575.20,Notarbartolo - Giardino Inglese,Libertà,VIII,25.69,18.64
AB055AB,ALB_156,Via Delle Croci,14910,345,01/11/2025,Dott. Roberto Marceddu,043,Ficus microcarpa,Cercine,38.131347,13.354029,12,43,0.4,0.4,C,APL.026S,,Potatura ars topiaria base 20-30m²,cad,€575.20,Notarbartolo - Giardino Inglese,Libertà,VIII,26.12,18.95
AB056AB,ALB_157,Via Delle Croci,14910,345,01/11/2025,Dott. Roberto Marceddu,044,Ficus microcarpa,Cercine,38.131318,13.353958,12,47,0.5,0.5,C,APL.026S,,Potatura ars topiaria base 20-30m²,cad,€575.20,Notarbartolo - Giardino Inglese,Libertà,VIII,26.55,19.27
AB057AB,ALB_158,Via Delle Croci,14910,345,01/11/2025,Dott. Roberto Marceddu,045,Ficus microcarpa,Cercine,38.131281,13.353871,12,42,0.4,0.2,B,APL.026S,,Potatura ars topiaria base 20-30m²,cad,€575.20,Notarbartolo - Giardino Inglese,Libertà,VIII,26.02,18.88
AB058AB,ALB_159,Via Delle Croci,14910,345,01/11/2025,Dott. Roberto Marceddu,046,Ficus microcarpa,Cercine,38.13124,13.353771,12,41,0.4,0.4,C,APL.026S,,Potatura ars topiaria base 20-30m²,cad,€575.20,Notarbartolo - Giardino Inglese,Libertà,VIII,25.91,18.8
AB059AB,ALB_160,Via Delle Croci,14910,345,01/11/2025,Dott. Roberto Marceddu,047,Ficus microcarpa,Cercine,38.131185,13.353646,12,35,0.4,0.5,B,APL.026S,,Potatura ars topiaria base 20-30m²,cad,€575.20,Notarbartolo - Giardino Inglese,Libertà,VIII,25.26,18.33
AB060AB,ALB_161,Via Delle Croci,14910,345,01/11/2025,Dott. Roberto Marceddu,048,Ficus microcarpa,Cercine,38.131136,13.353536,12,59,0.4,,B,APL.026S,Cercine esaurito a contatto col colletto; assente distanza di rispetto tra tronco e marciapiede,Potatura ars topiaria base 20-30m²,cad,€575.20,Notarbartolo - Giardino Inglese,Libertà,VIII,27.84,20.2
AB061AB,ALB_162,Via Delle Croci,14910,345,01/11/2025,Dott. Roberto Marceddu,049,Ficus microcarpa,Cercine,38.131001,13.353256,12,35,0.5,,B,APL.026S,Cercine esaurito a contatto col colletto; assente distanza di rispetto tra tronco e marciapiede,Potatura ars topiaria base 20-30m²,cad,€575.20,Notarbartolo - Giardino Inglese,Libertà,VIII,25.26,18.33
AB062AB,ALB_163,Via Delle Croci,14910,345,01/11/2025,Dott. Roberto Marceddu,050,Ficus microcarpa,Cercine,38.130957,13.353151,12,38,0.4,0.4,B,APL.026S,,Potatura ars topiaria base 20-30m²,cad,€575.20,Notarbartolo - Giardino Inglese,Libertà,VIII,25.59,18.56
AB063AB,ALB_164,Via Delle Croci,14910,345,01/11/2025,Dott. Roberto Marceddu,051,Ficus microcarpa,Cercine,38.130925,13.353064,12,37,0.4,0.4,B,APL.026S,,Potatura ars topiaria base 20-30m²,cad,€575.20,Notarbartolo - Giardino Inglese,Libertà,VIII,25.48,18.49
AB064AB,ALB_165,Via Delle Croci,14910,345,01/11/2025,Dott. Roberto Marceddu,052,Ficus microcarpa,Cercine,38.130899,13.352998,12,35,0.4,0.4,B,APL.026S,,Potatura ars topiaria base 20-30m²,cad,€575.20,Notarbartolo - Giardino Inglese,Libertà,VIII,25.26,18.33
