timestamp,id_albero,lat,long,Circoscrizione,Quartiere,UPL,Altezza complessiva [m],Altezza della base della chioma [m],id_operatore ,nome_operatore,ruolo_operatore,ora_controllo,nido_visibile,richiami,andirivieni,esito,note,firma_operatore,firma_capocantiere,url_foto_1,url_foto_2,url_foto_3,url_pdf
2026-06-01T09:48:17.000Z,1217,38.18970653,13.286357,VII,Tommaso Natale - Sferracavallo,Tommaso Natale - Sant'Ambrogio - Cardillo,2.83,0.67,OP-05,Carlo Verdi,Operatore,09:48:00,Si,Si,No,SOSPENDERE,Nessuna nota aggiuntiva.,Carlo Verdi,Mario Bianchi,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/1217_2026-06-01_09-48-17/foto_1.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/1217_2026-06-01_09-48-17/foto_2.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/1217_2026-06-01_09-48-17/foto_3.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/schede_pdf/1217_2026-06-01_09-48-17.pdf
2026-06-01T10:28:50.000Z,1249,38.19000138,13.29325737,VII,Tommaso Natale - Sferracavallo,Tommaso Natale - Sant'Ambrogio - Cardillo,4.55,2.88,OP-05,Carlo Verdi,Operatore,10:28:00,No,Si,No,SOSPENDERE,Nido strutturato con materiale di costruzione fresco.,Carlo Verdi,Mario Bianchi,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/1249_2026-06-01_10-28-50/foto_1.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/1249_2026-06-01_10-28-50/foto_2.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/1249_2026-06-01_10-28-50/foto_3.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/schede_pdf/1249_2026-06-01_10-28-50.pdf
2026-06-01T11:16:27.000Z,1293,38.18868246,13.29989994,VII,Tommaso Natale - Sferracavallo,Tommaso Natale - Sant'Ambrogio - Cardillo,14.15,2.24,OP-05,Carlo Verdi,Operatore,11:16:00,Si,No,Si,SOSPENDERE,Presenza di cavità nel tronco principale.,Carlo Verdi,Mario Bianchi,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/1293_2026-06-01_11-16-27/foto_1.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/1293_2026-06-01_11-16-27/foto_2.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/1293_2026-06-01_11-16-27/foto_3.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/schede_pdf/1293_2026-06-01_11-16-27.pdf
2026-06-01T12:23:08.000Z,1310,38.18805816,13.29995342,VII,Tommaso Natale - Sferracavallo,Tommaso Natale - Sant'Ambrogio - Cardillo,8.31,,OP-05,Carlo Verdi,Operatore,12:23:00,No,Si,Si,SOSPENDERE,Nessuna nota aggiuntiva.,Carlo Verdi,Mario Bianchi,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/1310_2026-06-01_12-23-08/foto_1.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/1310_2026-06-01_12-23-08/foto_2.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/1310_2026-06-01_12-23-08/foto_3.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/schede_pdf/1310_2026-06-01_12-23-08.pdf
2026-06-01T13:00:04.000Z,1312,38.18912245,13.30119956,VII,Tommaso Natale - Sferracavallo,Tommaso Natale - Sant'Ambrogio - Cardillo,5.95,2.48,OP-05,Carlo Verdi,Operatore,13:00:00,Si,No,Si,SOSPENDERE,,Carlo Verdi,Mario Bianchi,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/1312_2026-06-01_13-00-04/foto_1.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/1312_2026-06-01_13-00-04/foto_2.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/1312_2026-06-01_13-00-04/foto_3.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/schede_pdf/1312_2026-06-01_13-00-04.pdf
2026-06-01T13:48:06.000Z,1429,38.19031367,13.28541712,VII,Tommaso Natale - Sferracavallo,Tommaso Natale - Sant'Ambrogio - Cardillo,4.56,1.85,OP-05,Carlo Verdi,Operatore,13:48:00,Si,No,Si,STATO DI NECESSITÀ,Nessuna nota aggiuntiva.,Carlo Verdi,Mario Bianchi,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/1429_2026-06-01_13-48-06/foto_1.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/1429_2026-06-01_13-48-06/foto_2.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/1429_2026-06-01_13-48-06/foto_3.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/schede_pdf/1429_2026-06-01_13-48-06.pdf
2026-06-01T14:50:31.000Z,1430,38.18977359,13.28580732,VII,Tommaso Natale - Sferracavallo,Tommaso Natale - Sant'Ambrogio - Cardillo,11.52,3.56,OP-05,Carlo Verdi,Operatore,14:50:00,No,No,Si,NEGATIVO,Andirivieni osservato per circa 10 minuti.,Carlo Verdi,Mario Bianchi,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/1430_2026-06-01_14-50-31/foto_1.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/1430_2026-06-01_14-50-31/foto_2.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/1430_2026-06-01_14-50-31/foto_3.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/schede_pdf/1430_2026-06-01_14-50-31.pdf
2026-06-01T15:46:35.000Z,1437,38.18998288,13.2856353,VII,Tommaso Natale - Sferracavallo,Tommaso Natale - Sant'Ambrogio - Cardillo,8.74,1.98,OP-05,Carlo Verdi,Operatore,15:46:00,Si,No,Si,SOSPENDERE,"Nido rilevato a circa 4 m dal suolo, sul lato est.",Carlo Verdi,Mario Bianchi,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/1437_2026-06-01_15-46-35/foto_1.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/1437_2026-06-01_15-46-35/foto_2.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/1437_2026-06-01_15-46-35/foto_3.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/schede_pdf/1437_2026-06-01_15-46-35.pdf
2026-06-01T16:26:19.000Z,1461,38.18881552,13.29934155,VII,Tommaso Natale - Sferracavallo,Tommaso Natale - Sant'Ambrogio - Cardillo,7.04,0.88,OP-05,Carlo Verdi,Operatore,16:26:00,No,Si,Si,STATO DI NECESSITÀ,"Pianta in classe D, pericolo imminente per viabilità.",Carlo Verdi,Mario Bianchi,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/1461_2026-06-01_16-26-19/foto_1.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/1461_2026-06-01_16-26-19/foto_2.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/1461_2026-06-01_16-26-19/foto_3.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/schede_pdf/1461_2026-06-01_16-26-19.pdf
2026-06-01T17:25:52.000Z,1463,38.18922329,13.29893745,VII,Tommaso Natale - Sferracavallo,Tommaso Natale - Sant'Ambrogio - Cardillo,10.44,2.81,OP-05,Carlo Verdi,Operatore,17:25:00,No,Si,No,NEGATIVO,"Chioma densa, visibilità ridotta nella parte alta.",Carlo Verdi,Mario Bianchi,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/1463_2026-06-01_17-25-52/foto_1.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/1463_2026-06-01_17-25-52/foto_2.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/1463_2026-06-01_17-25-52/foto_3.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/schede_pdf/1463_2026-06-01_17-25-52.pdf
2026-06-01T18:12:01.000Z,1468,38.18913027,13.29903682,VII,Tommaso Natale - Sferracavallo,Tommaso Natale - Sant'Ambrogio - Cardillo,16.46,3.29,OP-05,Carlo Verdi,Operatore,18:12:00,Si,No,Si,SOSPENDERE,"Pianta in classe D, pericolo imminente per viabilità.",Carlo Verdi,Mario Bianchi,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/1468_2026-06-01_18-12-01/foto_1.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/1468_2026-06-01_18-12-01/foto_2.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/1468_2026-06-01_18-12-01/foto_3.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/schede_pdf/1468_2026-06-01_18-12-01.pdf
2026-06-01T19:08:48.000Z,1476,38.18874619,13.29944292,VII,Tommaso Natale - Sferracavallo,Tommaso Natale - Sant'Ambrogio - Cardillo,17.89,1.23,OP-05,Carlo Verdi,Operatore,19:08:00,No,No,No,NEGATIVO,Nido strutturato con materiale di costruzione fresco.,Carlo Verdi,Mario Bianchi,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/1476_2026-06-01_19-08-48/foto_1.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/1476_2026-06-01_19-08-48/foto_2.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/1476_2026-06-01_19-08-48/foto_3.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/schede_pdf/1476_2026-06-01_19-08-48.pdf
2026-06-01T19:46:40.000Z,1511,38.18910859,13.30542476,VII,Partanna Mondello,Partanna Mondello,6.73,2.23,OP-05,Carlo Verdi,Operatore,19:46:00,No,No,No,NEGATIVO,Presenza di cavità nel tronco principale.,Carlo Verdi,Mario Bianchi,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/1511_2026-06-01_19-46-40/foto_1.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/1511_2026-06-01_19-46-40/foto_2.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/1511_2026-06-01_19-46-40/foto_3.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/schede_pdf/1511_2026-06-01_19-46-40.pdf
2026-06-01T20:41:36.000Z,1566,38.18883827,13.30271386,VII,Tommaso Natale - Sferracavallo,Tommaso Natale - Sant'Ambrogio - Cardillo,5.59,2.22,OP-05,Carlo Verdi,Operatore,20:41:00,No,Si,No,NEGATIVO,Presenza di cavità nel tronco principale.,Carlo Verdi,Mario Bianchi,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/1566_2026-06-01_20-41-36/foto_1.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/1566_2026-06-01_20-41-36/foto_2.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/1566_2026-06-01_20-41-36/foto_3.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/schede_pdf/1566_2026-06-01_20-41-36.pdf
2026-06-01T21:33:54.000Z,1605,38.18881843,13.3104364,VII,Partanna Mondello,Partanna Mondello,6.89,0.9,OP-05,Carlo Verdi,Operatore,21:33:00,Si,No,No,SOSPENDERE,Richiami udibili dal lato nord della chioma.,Carlo Verdi,Mario Bianchi,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/1605_2026-06-01_21-33-54/foto_1.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/1605_2026-06-01_21-33-54/foto_2.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/1605_2026-06-01_21-33-54/foto_3.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/schede_pdf/1605_2026-06-01_21-33-54.pdf
2026-06-01T22:19:15.000Z,1629,38.18881558,13.31107239,VII,Partanna Mondello,Partanna Mondello,6.77,1.63,OP-05,Carlo Verdi,Operatore,22:19:00,No,No,Si,SOSPENDERE,Richiami udibili dal lato nord della chioma.,Carlo Verdi,Mario Bianchi,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/1629_2026-06-01_22-19-15/foto_1.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/1629_2026-06-01_22-19-15/foto_2.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/1629_2026-06-01_22-19-15/foto_3.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/schede_pdf/1629_2026-06-01_22-19-15.pdf
2026-06-01T23:16:45.000Z,1637,38.18896176,13.30789989,VII,Partanna Mondello,Partanna Mondello,6.3,0.29,OP-05,Carlo Verdi,Operatore,23:16:00,No,Si,No,NEGATIVO,,Carlo Verdi,Mario Bianchi,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/1637_2026-06-01_23-16-45/foto_1.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/1637_2026-06-01_23-16-45/foto_2.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/1637_2026-06-01_23-16-45/foto_3.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/schede_pdf/1637_2026-06-01_23-16-45.pdf
2026-06-02T00:15:31.000Z,1648,38.18895523,13.3110873,VII,Partanna Mondello,Partanna Mondello,2.53,0.38,OP-05,Carlo Verdi,Operatore,00:15:00,No,Si,No,NEGATIVO,Presenza di cavità nel tronco principale.,Carlo Verdi,Mario Bianchi,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/1648_2026-06-02_00-15-31/foto_1.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/1648_2026-06-02_00-15-31/foto_2.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/1648_2026-06-02_00-15-31/foto_3.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/schede_pdf/1648_2026-06-02_00-15-31.pdf
2026-06-02T00:57:13.000Z,1656,38.18912876,13.3081955,VII,Partanna Mondello,Partanna Mondello,11.67,1.69,OP-05,Carlo Verdi,Operatore,00:57:00,No,Si,Si,STATO DI NECESSITÀ,Richiami udibili dal lato nord della chioma.,Carlo Verdi,Mario Bianchi,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/1656_2026-06-02_00-57-13/foto_1.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/1656_2026-06-02_00-57-13/foto_2.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/1656_2026-06-02_00-57-13/foto_3.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/schede_pdf/1656_2026-06-02_00-57-13.pdf
2026-06-02T01:53:49.000Z,1667,38.18895404,13.31137242,VII,Partanna Mondello,Partanna Mondello,1.95,0.7,OP-05,Carlo Verdi,Operatore,01:53:00,No,No,No,NEGATIVO,Nessuna nota aggiuntiva.,Carlo Verdi,Mario Bianchi,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/1667_2026-06-02_01-53-49/foto_1.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/1667_2026-06-02_01-53-49/foto_2.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/1667_2026-06-02_01-53-49/foto_3.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/schede_pdf/1667_2026-06-02_01-53-49.pdf
2026-06-02T02:35:01.000Z,1678,38.18896471,13.30857902,VII,Partanna Mondello,Partanna Mondello,1.4,0.85,OP-05,Carlo Verdi,Operatore,02:35:00,Si,Si,No,STATO DI NECESSITÀ,"Nido rilevato a circa 4 m dal suolo, sul lato est.",Carlo Verdi,Mario Bianchi,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/1678_2026-06-02_02-35-01/foto_1.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/1678_2026-06-02_02-35-01/foto_2.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/1678_2026-06-02_02-35-01/foto_3.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/schede_pdf/1678_2026-06-02_02-35-01.pdf
2026-06-02T03:33:12.000Z,1711,38.18880115,13.31735357,VII,Partanna Mondello,Partanna Mondello,6.77,1.29,OP-05,Carlo Verdi,Operatore,03:33:00,Si,No,No,NEGATIVO,Nido strutturato con materiale di costruzione fresco.,Carlo Verdi,Mario Bianchi,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/1711_2026-06-02_03-33-12/foto_1.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/1711_2026-06-02_03-33-12/foto_2.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/1711_2026-06-02_03-33-12/foto_3.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/schede_pdf/1711_2026-06-02_03-33-12.pdf
2026-06-02T04:26:16.000Z,1744,38.18876347,13.31667872,VII,Partanna Mondello,Partanna Mondello,14.19,1.43,OP-05,Carlo Verdi,Operatore,04:26:00,No,Si,Si,STATO DI NECESSITÀ,Richiami udibili dal lato nord della chioma.,Carlo Verdi,Mario Bianchi,,,,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/schede_pdf/1744_2026-06-02_04-26-16.pdf
2026-06-02T05:07:21.000Z,1751,38.18880048,13.31823936,VII,Partanna Mondello,Partanna Mondello,4.93,2.21,OP-05,Carlo Verdi,Operatore,05:07:00,Si,No,No,NEGATIVO,Nido strutturato con materiale di costruzione fresco.,Carlo Verdi,Mario Bianchi,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/1751_2026-06-02_05-07-21/foto_1.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/1751_2026-06-02_05-07-21/foto_2.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/1751_2026-06-02_05-07-21/foto_3.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/schede_pdf/1751_2026-06-02_05-07-21.pdf
2026-06-02T06:08:16.000Z,1792,38.18907878,13.31617987,VII,Partanna Mondello,Partanna Mondello,4.13,1.72,OP-05,Carlo Verdi,Operatore,06:08:00,No,Si,Si,STATO DI NECESSITÀ,Ispezione effettuata in condizioni di buona visibilità.,Carlo Verdi,Mario Bianchi,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/1792_2026-06-02_06-08-16/foto_1.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/1792_2026-06-02_06-08-16/foto_2.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/1792_2026-06-02_06-08-16/foto_3.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/schede_pdf/1792_2026-06-02_06-08-16.pdf
2026-06-02T06:55:10.000Z,1847,38.18881259,13.31259804,VII,Partanna Mondello,Partanna Mondello,4.8,1.82,OP-05,Carlo Verdi,Operatore,06:55:00,No,No,No,NEGATIVO,"Nido rilevato a circa 4 m dal suolo, sul lato est.",Carlo Verdi,Mario Bianchi,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/1847_2026-06-02_06-55-10/foto_1.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/1847_2026-06-02_06-55-10/foto_2.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/1847_2026-06-02_06-55-10/foto_3.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/schede_pdf/1847_2026-06-02_06-55-10.pdf
2026-06-02T07:54:48.000Z,1866,38.18883324,13.31508384,VII,Partanna Mondello,Partanna Mondello,8.33,-0.18,OP-05,Carlo Verdi,Operatore,07:54:00,No,No,Si,NEGATIVO,Presenza di cavità nel tronco principale.,Carlo Verdi,Mario Bianchi,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/1866_2026-06-02_07-54-48/foto_1.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/1866_2026-06-02_07-54-48/foto_2.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/1866_2026-06-02_07-54-48/foto_3.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/schede_pdf/1866_2026-06-02_07-54-48.pdf
2026-06-02T08:34:55.000Z,1873,38.18908687,13.31250614,VII,Partanna Mondello,Partanna Mondello,5.22,1.77,OP-05,Carlo Verdi,Operatore,08:34:00,No,Si,No,STATO DI NECESSITÀ,Andirivieni osservato per circa 10 minuti.,Carlo Verdi,Mario Bianchi,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/1873_2026-06-02_08-34-55/foto_1.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/1873_2026-06-02_08-34-55/foto_2.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/1873_2026-06-02_08-34-55/foto_3.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/schede_pdf/1873_2026-06-02_08-34-55.pdf
2026-06-02T09:32:58.000Z,1879,38.1890862,13.31273771,VII,Partanna Mondello,Partanna Mondello,6.52,2.84,OP-05,Carlo Verdi,Operatore,09:32:00,Si,No,Si,SOSPENDERE,Andirivieni osservato per circa 10 minuti.,Carlo Verdi,Mario Bianchi,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/1879_2026-06-02_09-32-58/foto_1.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/1879_2026-06-02_09-32-58/foto_2.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/1879_2026-06-02_09-32-58/foto_3.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/schede_pdf/1879_2026-06-02_09-32-58.pdf
2026-06-02T10:13:17.000Z,1881,38.18908638,13.31241598,VII,Partanna Mondello,Partanna Mondello,4.96,2.02,OP-05,Carlo Verdi,Operatore,10:13:00,No,Si,No,NEGATIVO,"Nido rilevato a circa 4 m dal suolo, sul lato est.",Carlo Verdi,Mario Bianchi,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/1881_2026-06-02_10-13-17/foto_1.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/1881_2026-06-02_10-13-17/foto_2.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/1881_2026-06-02_10-13-17/foto_3.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/schede_pdf/1881_2026-06-02_10-13-17.pdf
2026-06-02T11:05:27.000Z,1970,38.18907416,13.31978224,VII,Partanna Mondello,Partanna Mondello,4.4,2.24,OP-05,Carlo Verdi,Operatore,11:05:00,No,Si,Si,SOSPENDERE,Presenza di cavità nel tronco principale.,Carlo Verdi,Mario Bianchi,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/1970_2026-06-02_11-05-27/foto_1.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/1970_2026-06-02_11-05-27/foto_2.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/1970_2026-06-02_11-05-27/foto_3.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/schede_pdf/1970_2026-06-02_11-05-27.pdf
2026-06-02T12:03:59.000Z,1979,38.18907468,13.31960041,VII,Partanna Mondello,Partanna Mondello,4.8,2.86,OP-05,Carlo Verdi,Operatore,12:03:00,Si,No,Si,STATO DI NECESSITÀ,Ispezione effettuata in condizioni di buona visibilità.,Carlo Verdi,Mario Bianchi,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/1979_2026-06-02_12-03-59/foto_1.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/1979_2026-06-02_12-03-59/foto_2.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/1979_2026-06-02_12-03-59/foto_3.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/schede_pdf/1979_2026-06-02_12-03-59.pdf
2026-06-02T12:49:07.000Z,1982,38.18907315,13.3200556,VII,Partanna Mondello,Partanna Mondello,5.01,2.06,OP-05,Carlo Verdi,Operatore,12:49:00,Si,No,Si,SOSPENDERE,"Pianta in classe D, pericolo imminente per viabilità.",Carlo Verdi,Mario Bianchi,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/1982_2026-06-02_12-49-07/foto_1.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/1982_2026-06-02_12-49-07/foto_2.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/1982_2026-06-02_12-49-07/foto_3.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/schede_pdf/1982_2026-06-02_12-49-07.pdf
2026-06-02T13:37:16.000Z,1986,38.18907215,13.32171134,VII,Partanna Mondello,Partanna Mondello,4.1,2.28,OP-05,Carlo Verdi,Operatore,13:37:00,Si,No,Si,STATO DI NECESSITÀ,"Chioma densa, visibilità ridotta nella parte alta.",Carlo Verdi,Mario Bianchi,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/1986_2026-06-02_13-37-16/foto_1.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/1986_2026-06-02_13-37-16/foto_2.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/foto/1986_2026-06-02_13-37-16/foto_3.jpg,https://raw.githubusercontent.com/PalermoHub/Verde_Urbano/main/Lipu/schede_pdf/1986_2026-06-02_13-37-16.pdf
